City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Tual,-5.6667,132.75,83.64,69,68,4.43,ID,1615526222
Port Lincoln,-34.7333,135.8667,82.31,41,50,11.16,AU,1615526224
Chalmette,29.9427,-89.9634,69.01,88,1,4.61,US,1615526226
Aitape,-3.1374,142.3475,86.23,65,75,7.02,PG,1615526228
Locri,38.2414,16.2623,52.0,66,0,6.91,IT,1615526230
Longmont,40.1672,-105.1019,41.0,87,90,4.61,US,1615526166
Verkhoyansk,67.5447,133.385,-2.43,76,14,8.95,RU,1615526234
Bluefields,12.0137,-83.7635,74.68,91,55,7.56,NI,1615526236
Karligan,14.975,122.0456,78.53,83,98,18.43,PH,1615526238
Carahue,-38.7,-73.1667,46.4,100,0,1.14,CL,1615526240
Boa Vista,2.8197,-60.6733,80.6,69,0,3.44,BR,1615526242
Padang,-0.9492,100.3543,86.0,70,40,6.91,ID,1615526244
Cocoa,28.3861,-80.742,66.99,77,1,6.91,US,1615526215
Kieta,-6.2167,155.6333,83.95,75,71,5.86,PG,1615526248
Pyaozerskiy,65.8333,31.1667,8.64,94,99,8.08,RU,1615526250
Sterling,39.0062,-77.4286,64.0,42,1,10.36,US,1615526229
São José da Coroa Grande,-8.8978,-35.1478,77.36,84,5,5.5,BR,1615526254
Narrabri,-30.3167,149.7833,87.01,48,40,9.22,AU,1615526256
Saldanha,-33.0117,17.9442,55.4,76,100,1.14,ZA,1615526258
Bandarbeyla,9.4942,50.8122,79.12,64,0,9.26,SO,1615526260
Haines Junction,60.7522,-137.5108,19.4,53,99,6.91,CA,1615526262
Lima,-12.0432,-77.0282,75.2,78,0,13.8,PE,1615526198
Tuatapere,-46.1333,167.6833,64.0,68,2,7.0,NZ,1615526266
Yar-Sale,66.8333,70.8333,-4.92,94,100,18.37,RU,1615526269
Itapora,-22.0799,-54.7874,68.27,71,0,1.77,BR,1615526271
Xincheng,33.6333,115.1833,59.38,55,0,5.73,CN,1615526273
Dābhol,17.6,73.1667,88.65,34,0,2.77,IN,1615526275
Havre-St-Pierre,50.2334,-63.5986,32.0,100,90,13.8,CA,1615526277
Makkah al Mukarramah,21.4267,39.8261,81.95,34,0,2.51,SA,1615526060
Paratinga,-12.6906,-43.1842,71.58,83,42,1.01,BR,1615526282
Olinda,-8.0089,-34.8553,78.8,73,75,5.75,BR,1615526285
Papara,-3.9839,-38.7273,82.0,83,40,12.66,BR,1615526288
Grafton,42.207,-71.6856,55.4,47,1,21.85,US,1615526290
Avera,33.194,-82.5271,57.99,88,1,4.61,US,1615526293
Kríkellos,38.95,21.1833,46.4,87,20,9.22,GR,1615526295
Belaya Gora,68.5333,146.4167,-1.5,89,17,3.31,RU,1615526297
Alenquer,-1.9417,-54.7383,73.4,100,40,2.3,BR,1615526299
Gōtsuchō,35.0,132.2167,51.8,87,75,10.36,JP,1615526301
Olafsvik,64.8945,-23.7142,31.28,77,100,38.74,IS,1615526305
Norman Wells,65.282,-126.8329,3.2,72,90,18.41,CA,1615526307
Madimba,-10.4,40.3333,80.96,79,76,8.21,TZ,1615526309
Mineiros,-17.5694,-52.5511,67.23,92,100,2.8,BR,1615526311
Hamilton,39.1834,-84.5333,55.99,94,90,5.01,US,1615526138
San Felipe,10.3399,-68.7425,69.3,95,67,4.34,VE,1615526315
Muros,42.7762,-9.0603,44.01,95,42,3.0,ES,1615526317
Sechura,-5.5569,-80.8222,78.76,65,91,10.4,PE,1615526319
Port Blair,11.6667,92.75,84.2,74,40,10.36,IN,1615526323
Tiznit Province,29.5833,-9.5,55.11,42,0,2.53,MA,1615526325
Melfi,40.9965,15.6514,37.4,87,40,23.02,IT,1615526327
Nantucket,41.2835,-70.0995,46.99,81,90,26.6,US,1615526269
Samarinda,-0.5,117.15,90.48,60,97,0.83,ID,1615526331
Srednekolymsk,67.45,153.6833,-0.56,89,100,6.91,RU,1615526333
San Francisco,37.7749,-122.4194,50.0,79,10,3.0,US,1615526065
Praia da Vitória,38.7333,-27.0667,57.2,72,75,8.81,PT,1615526337
Monticello,45.3055,-93.7941,34.0,93,0,4.61,US,1615526339
Sørland,67.667,12.6934,35.24,64,100,15.19,NO,1615526341
Bachhraon,28.9333,78.2167,85.53,16,84,6.73,IN,1615526226
Conde,-7.2597,-34.9075,75.2,94,20,2.3,BR,1615526345
Champerico,14.3,-91.9167,64.99,91,2,3.0,GT,1615526347
Jumla,29.2747,82.1838,60.03,19,46,3.8,NP,1615526106
Baykit,61.67,96.37,17.62,92,84,6.51,RU,1615526351
Ahipara,-35.1667,173.1667,68.67,72,5,5.23,NZ,1615526353
Bereda,43.2686,-7.5406,41.0,100,63,3.0,ES,1615526355
Bamiantong,44.9333,130.5333,38.44,70,1,1.16,CN,1615526357
Bonavista,48.6499,-53.1147,35.01,93,92,6.91,CA,1615526359
Eureka,40.8021,-124.1637,48.0,91,1,7.36,US,1615526130
Sioux Lookout,50.1001,-91.917,12.2,62,90,10.36,CA,1615526363
Whyalla,-33.0333,137.5833,95.0,18,3,10.36,AU,1615526365
Kaeo,-35.1,173.7833,71.01,74,5,5.01,NZ,1615526367
Voyvozh,62.892,54.9635,6.17,87,100,8.05,RU,1615526369
Mil'kovo,54.7167,158.6167,31.08,70,77,8.39,RU,1615526371
Itapecerica,-20.4725,-45.1256,64.76,94,16,0.4,BR,1615526373
Vavuniya,8.7514,80.4971,88.59,46,0,7.25,LK,1615526375
Constitución,-35.3333,-72.4167,58.44,66,0,6.02,CL,1615526380
Sampang,-7.1872,113.2394,87.8,70,20,6.91,ID,1615526381
Kysyl-Syr,63.8986,122.7617,11.43,93,100,9.22,RU,1615526383
Shelbyville,35.4834,-86.4603,62.01,72,1,6.91,US,1615526385
Yaan,7.3833,8.5667,78.98,74,100,8.05,NG,1615526387
Bilibino,68.0546,166.4372,-9.63,79,37,3.58,RU,1615526391
Kochevo,59.5994,54.3125,5.54,88,99,8.81,RU,1615526393
Zalegoshch',52.9008,36.8869,3.33,84,53,13.42,RU,1615526395
Mnogovershinnyy,53.9353,139.9242,23.0,69,0,13.06,RU,1615526399
Aranos,-24.1333,19.1167,69.6,25,0,8.39,NA,1615526401
Talaya,61.3833,152.75,3.85,84,100,5.59,RU,1615526403
Nuuk,64.1835,-51.7216,19.4,86,90,12.66,GL,1615526405
Romanovka,51.7443,42.7527,-1.25,93,0,1.66,RU,1615526407
Salisbury,51.0693,-1.7957,42.01,87,20,12.66,GB,1615526409
Nouadhibou,20.931,-17.0347,66.2,52,97,12.66,MR,1615526411
Tautira,-17.7333,-149.15,80.6,83,20,5.75,PF,1615526413
Dhidhdhoo,6.8833,73.1,83.64,72,34,19.69,MV,1615526415
Magnor,59.9511,12.1996,32.0,100,90,3.44,SE,1615526417
Nouakchott,18.0858,-15.9785,62.6,22,73,4.61,MR,1615526421
Kloulklubed,7.0419,134.2556,84.2,79,75,13.8,PW,1615526423
Koumac,-20.5667,164.2833,80.91,71,91,9.6,NC,1615526427
Canutama,-6.5339,-64.3831,71.98,98,96,1.77,BR,1615526429
Northam,51.0333,-4.2167,46.99,89,100,17.0,GB,1615526431
Chifeng,42.2683,118.9636,36.39,92,100,3.76,CN,1615526434
Palmer,42.1584,-72.3287,55.0,58,1,11.5,US,1615526436
Saint-François,46.4154,3.9054,41.0,81,40,4.61,FR,1615526438
Nānākuli,21.3906,-158.1547,73.4,78,90,9.22,US,1615526440
Songjianghe,42.1859,127.479,43.09,81,99,0.56,CN,1615526442
San Jose,37.3394,-121.895,48.2,66,1,10.36,US,1615526223
Wilmington,34.2257,-77.9447,60.01,72,1,6.91,US,1615526446
Chyorny Yar,48.0624,46.1091,13.69,53,52,7.54,RU,1615526448
Rafaela,-31.2503,-61.4867,70.0,53,39,3.0,AR,1615526450
Nālūt,30.3333,10.85,50.77,67,74,19.35,LY,1615526452
Jega,12.2175,4.3792,82.81,44,45,7.54,NG,1615526454
Kalmunai,7.4167,81.8167,83.98,66,95,10.42,LK,1615526456
Fougamou,-1.2154,10.5838,73.69,98,92,0.85,GA,1615526458
Zwedru,6.0667,-8.1281,73.36,97,98,2.19,LR,1615526460
Joshīmath,30.5667,79.5667,61.83,22,100,3.67,IN,1615526462
Gerāsh,27.6652,54.1371,68.0,30,0,3.98,IR,1615526464
Sungai Penuh,-2.0833,101.3833,67.93,92,90,2.48,ID,1615526466
Harpālpur,25.2884,79.3347,88.59,13,84,5.59,IN,1615526468
Mahébourg,-20.4081,57.7,80.6,78,40,11.5,MU,1615526470
Zhangjiakou,40.81,114.8794,40.8,92,100,2.28,CN,1615526472
Bowen,-20.0167,148.2333,86.0,58,40,12.66,AU,1615526474
Progreso,21.2833,-89.6667,75.2,69,40,10.36,MX,1615526476
El Ángel,0.6167,-77.9333,44.22,96,100,0.92,EC,1615526478
Rawson,-43.3002,-65.1023,66.45,42,59,17.18,AR,1615526482
Susanville,40.4163,-120.653,37.4,48,75,4.61,US,1615526245
Tignère,7.3667,12.65,69.15,58,96,3.4,CM,1615526486
Arica,-18.475,-70.3042,69.8,68,0,2.3,CL,1615526488
Middlebury (village),44.0153,-73.1673,55.4,62,90,4.61,US,1615526490
Paracuru,-3.41,-39.0306,81.0,75,68,14.0,BR,1615526492
Minna,9.6139,6.5569,84.2,61,0,8.05,NG,1615526494
Pangnirtung,66.1451,-65.7125,-17.12,96,92,1.92,CA,1615526497
Pīshvā,35.308,51.7267,51.8,71,90,4.61,IR,1615526498
Wajir,1.7471,40.0573,75.51,72,55,14.5,KE,1615526482
Tessalit,20.1986,1.0114,58.03,55,0,11.25,ML,1615526502
Kahului,20.8947,-156.47,73.4,88,75,3.44,US,1615526504
Rocha,-34.4833,-54.3333,62.01,74,6,5.88,UY,1615526508
Palmerston,-12.486,130.9833,91.99,52,40,11.5,AU,1615526512
Kisangani,0.5167,25.2,72.46,87,52,1.59,CD,1615526514
Leshukonskoye,64.8989,45.7622,7.88,93,100,8.9,RU,1615526516
Roebourne,-20.7833,117.1333,93.24,48,4,12.8,AU,1615526518
Santa Rosa,14.3122,121.1114,88.0,58,40,12.66,PH,1615526521
Presidente Epitácio,-21.7633,-52.1156,70.63,65,14,1.72,BR,1615526523
Zyryanovsk,49.7386,84.2719,28.94,89,99,0.96,KZ,1615526525
Sabinas,27.85,-101.1167,73.27,65,100,17.07,MX,1615526527
Kemijärvi,66.7131,27.4306,11.66,93,100,9.17,FI,1615526529
Morogoro,-6.8167,37.6667,73.4,88,20,11.5,TZ,1615526531
Grand-Santi,4.25,-54.3833,72.32,99,100,1.23,GF,1615526533
Nicoya,10.1483,-85.452,78.8,57,0,11.5,CR,1615526535
Riyadh,24.6877,46.7219,78.8,15,0,11.5,SA,1615526537
Nabire,-3.3667,135.4833,83.89,75,42,5.44,ID,1615526539
Yilan,24.757,121.753,73.99,99,3,1.01,TW,1615526541
Boffa,10.1667,-14.0333,69.87,90,57,2.82,GN,1615526290
Jatai,-17.8814,-51.7144,67.57,93,100,2.64,BR,1615526545
Khoy,38.5504,44.9535,40.3,75,67,1.03,IR,1615526547
Brigantine,39.4101,-74.3646,55.4,62,1,6.91,US,1615526549
Tompa,46.2061,19.5391,43.0,64,98,12.33,HU,1615526551
Rundu,-17.9333,19.7667,65.25,75,33,3.56,NA,1615526555
Lere,10.387,8.5726,70.72,60,60,4.63,NG,1615526557
La Rioja,42.25,-2.5,48.99,93,90,4.21,ES,1615526559
Paita,-5.0892,-81.1144,76.42,77,90,8.39,PE,1615526561
Peniche,39.3558,-9.3811,55.0,91,99,5.01,PT,1615526563
