City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Abū Zabad,12.35,29.25,72.79,13,60,12.35,SD,1615695951
La Santisima Trinidad,-14.8333,-64.9,72.84,90,100,1.07,BO,1615695952
Hlukhiv,51.6782,33.9162,33.94,96,100,14.41,UA,1615695952
Saint-François,46.4154,3.9054,39.2,87,75,11.5,FR,1615695953
São João da Barra,-21.6403,-41.0511,75.49,89,49,12.84,BR,1615695953
Chokwé,-24.5333,32.9833,68.49,97,21,5.01,MZ,1615695953
Arlit,18.7369,7.3853,68.04,18,47,7.61,NE,1615695954
Hasaki,35.7333,140.8333,64.0,29,20,23.02,JP,1615695954
Mumford,5.2618,-0.759,81.09,80,100,12.06,GH,1615695954
Tura,25.5198,90.2201,83.16,28,19,6.55,IN,1615695955
Pudozh,61.8099,36.5345,32.34,98,100,6.38,RU,1615695955
Harper,4.375,-7.7169,78.01,88,100,11.3,LR,1615695955
Bereda,43.2686,-7.5406,48.99,100,99,3.0,ES,1615695956
Forsytheganj,52.6333,29.7333,36.52,94,100,13.4,BY,1615695956
Kalmunai,7.4167,81.8167,82.54,75,45,10.22,LK,1615695956
Bima,-8.4667,118.7167,86.74,71,46,3.24,ID,1615695957
Tiznit Province,29.5833,-9.5,59.95,58,100,1.34,MA,1615695957
Boffa,10.1667,-14.0333,70.81,83,51,1.83,GN,1615695957
Waipawa,-41.4122,175.5153,68.0,64,0,19.57,NZ,1615695958
Syamzha,60.0158,41.0614,18.79,95,95,7.14,RU,1615695958
Baruun-Urt,46.6806,113.2792,52.18,40,50,25.5,MN,1615695958
Norman Wells,65.282,-126.8329,-4.0,77,75,1.77,CA,1615695959
Tuatapere,-46.1333,167.6833,73.0,44,65,18.99,NZ,1615695959
Mazamari,-11.3258,-74.5308,68.9,98,99,1.43,PE,1615695959
Makueni Boma,-1.8041,37.6203,60.75,93,18,2.1,KE,1615695735
Samarai,-10.6167,150.6667,84.43,71,99,15.39,PG,1615695960
Biltine,14.5333,20.9167,82.26,11,36,19.6,TD,1615695960
Hambantota,6.1241,81.1185,86.0,74,40,13.8,LK,1615695960
Kirando,-7.4167,30.6,71.06,75,94,5.57,TZ,1615695961
Dubuque,42.4833,-90.8668,43.0,65,1,0.07,US,1615695961
Goshāinganj,26.5833,82.3833,85.48,23,19,9.06,IN,1615695961
Tāybād,34.74,60.7756,28.04,65,15,8.93,IR,1615695962
Makakilo City,21.3469,-158.0858,75.0,73,90,9.22,US,1615695962
Atasū,48.6814,71.6433,5.29,77,100,11.25,KZ,1615695963
Beni Mazar,28.4962,30.8029,51.48,78,97,9.84,EG,1615695963
Khanbari,27.3747,87.2039,76.17,29,0,2.82,NP,1615695963
Amapá,1.0,-52.0,71.06,99,100,1.95,BR,1615695964
Awjilah,29.1081,21.2869,58.53,39,50,12.53,LY,1615695964
Bubaque,11.2833,-15.8333,78.44,60,64,5.57,GW,1615695965
Broome,42.2506,-75.833,33.8,32,75,9.22,US,1615695965
Algiers,36.7525,3.042,46.4,93,20,3.44,DZ,1615695794
Berlevåg,70.8578,29.0864,24.57,84,100,6.44,NO,1615695965
Yudong,29.385,106.5194,69.8,56,0,15.66,CN,1615695966
Songea,-10.6833,35.65,64.4,94,75,8.05,TZ,1615695966
Tevaitoa,-16.7833,-151.5,83.05,72,3,12.28,PF,1615695966
Uvalde,29.3669,-99.767,68.0,83,1,12.66,US,1615695967
Chaman,30.9236,66.4512,60.42,52,0,12.12,PK,1615695967
São Félix do Xingu,-6.6447,-51.995,70.05,98,100,0.78,BR,1615695967
Mugur-Aksy,50.35,90.5,5.02,44,0,3.18,RU,1615695968
Ağdam,39.991,46.9274,30.81,92,100,0.22,AZ,1615695968
Zhangye,38.9342,100.4517,67.17,9,1,9.95,CN,1615695968
Colares,38.7992,-9.4469,51.01,81,0,12.66,PT,1615695969
Ouésso,1.6136,16.0517,73.2,80,100,2.57,CG,1615695731
Altamont,42.2068,-121.7372,46.99,38,1,3.44,US,1615695803
Sørland,67.667,12.6934,41.76,85,94,11.68,NO,1615695969
Kadyy,57.787,43.1903,18.9,93,100,9.84,RU,1615695970
Bačka Topola,45.8152,19.6318,47.97,74,99,9.62,RS,1615695970
Nyagan,62.1406,65.3936,14.99,90,80,10.87,RU,1615695970
Alamosa,37.4695,-105.87,26.6,80,90,6.91,US,1615695971
Chara,56.9064,118.2631,21.97,94,100,6.06,RU,1615695971
Ahar,38.4774,47.0699,34.03,53,77,3.49,IR,1615695971
Tarauacá,-8.1614,-70.7656,71.8,97,100,1.43,BR,1615695972
Vicuña,-30.0319,-70.7081,59.0,88,20,2.3,CL,1615695972
Gizo Government Station,-8.103,156.8419,84.56,66,13,5.17,SB,1615695972
Peniche,39.3558,-9.3811,48.99,87,8,1.99,PT,1615695973
Live Oak,36.9836,-121.9805,50.0,81,1,9.22,US,1615695973
Kargopol',61.5071,38.9456,27.28,94,100,9.4,RU,1615695973
Coroatá,-4.13,-44.1242,72.14,98,42,2.08,BR,1615695974
Nome,64.5011,-165.4064,12.2,67,90,31.07,US,1615695929
Ndélé,8.4109,20.6473,76.64,53,100,4.18,CF,1615695974
‘Āhuimanu,21.4447,-157.8378,75.0,83,90,11.5,US,1615695974
Praia,14.9215,-23.5087,66.2,88,0,9.22,CV,1615695975
Qasigiannguit,68.8193,-51.1922,8.6,56,97,13.8,GL,1615695975
Garh Maharaja,30.8339,71.9053,75.29,31,31,4.7,PK,1615695975
Caraballeda,10.6112,-66.8522,70.0,81,100,6.42,VE,1615695976
Semaria,24.3073,79.9718,68.0,77,0,2.1,IN,1615695976
Palāsa,18.7667,84.4167,88.57,26,0,6.6,IN,1615695977
Porangatu,-13.4408,-49.1486,71.6,90,100,1.79,BR,1615695977
Bariloche,-41.1456,-71.3082,53.6,30,0,4.61,AR,1615695978
Ubari,26.5921,12.7805,56.46,37,0,1.16,LY,1615695978
Elko,41.0002,-115.5012,37.99,44,0,5.99,US,1615695979
Matara,5.9485,80.5353,84.24,63,98,8.32,LK,1615695979
Vila Velha,-20.3297,-40.2925,73.99,88,20,2.3,BR,1615695686
Tarrafal,15.2833,-23.7667,66.2,88,0,9.22,CV,1615695980
Lishu,43.3047,124.3278,52.21,50,0,13.35,CN,1615695980
Narwar,25.65,77.9,81.5,27,0,3.27,IN,1615695981
Muros,42.7762,-9.0603,46.0,95,40,3.0,ES,1615695981
Salekhard,66.53,66.6019,6.71,88,99,7.72,RU,1615695856
Kochevo,59.5994,54.3125,9.61,90,100,9.66,RU,1615695981
Saint Simons,31.1352,-81.3901,66.2,68,1,5.75,US,1615695982
Kirkuk,35.4681,44.3922,51.37,59,17,4.03,IQ,1615695845
Pimentel,-6.8367,-79.9342,73.0,84,80,1.01,PE,1615695982
El Salvador,13.8333,-88.9167,77.0,83,20,1.14,SV,1615695982
Fallon,39.4735,-118.7774,42.8,26,1,9.22,US,1615695983
Faya,18.3851,42.4509,59.0,88,0,2.39,SA,1615695983
Alacranes,22.7675,-81.5675,66.2,88,20,5.75,CU,1615695983
Khipro,25.8285,69.3772,84.96,17,0,0.45,PK,1615695984
Manadhoo,5.7667,73.3833,83.17,74,38,16.82,MV,1615695984
Namatanai,-3.6667,152.4333,85.39,58,0,4.47,PG,1615695984
Esso,55.9333,158.7,15.98,72,17,12.97,RU,1615695985
Três Barras,-26.1064,-50.3222,64.87,99,54,3.51,BR,1615695985
Krasnoarmeyskoye,52.7182,50.0322,12.16,84,100,14.81,RU,1615695985
Phuket,8.0,98.25,88.0,51,20,10.36,TH,1615695792
Coahuayana Viejo,18.7333,-103.6833,69.46,71,0,2.64,MX,1615695986
Umluj,25.0213,37.2685,70.34,59,64,8.61,SA,1615695986
West Wendover,40.7391,-114.0733,42.8,45,1,6.89,US,1615695987
Ahipara,-35.1667,173.1667,69.44,60,2,2.71,NZ,1615695996
Eureka,40.8021,-124.1637,48.99,71,98,1.99,US,1615695999
Turbe,44.2436,17.5714,43.9,91,100,6.13,BA,1615696001
Severnoye,56.3491,78.3619,3.7,96,100,8.55,RU,1615696005
Payo,-3.7508,103.6372,84.29,68,100,2.89,ID,1615696028
Emerald,-23.5333,148.1667,93.2,38,40,8.05,AU,1615696034
Kushmurun,52.4503,64.6311,0.59,87,0,3.33,KZ,1615696036
San Rafael,-34.6177,-68.3301,70.56,57,96,12.91,AR,1615696036
Złocieniec,53.5329,16.0113,37.0,92,99,11.01,PL,1615696037
Vao,-22.6667,167.4833,76.82,77,91,18.32,NC,1615696038
Tahoua,14.8888,5.2692,77.0,22,18,2.3,NE,1615696038
Mbala,-8.8402,31.3659,58.21,91,72,5.64,ZM,1615696039
Guymon,36.6828,-101.4816,42.8,87,75,14.97,US,1615696041
Santa Inês,-3.6667,-45.38,72.3,98,38,2.66,BR,1615696042
Ishim,56.1128,69.4902,8.31,92,20,7.85,RU,1615696044
Kramat,-8.1311,113.4499,86.85,68,93,2.51,ID,1615696044
Jalu,29.0331,21.5482,57.92,40,55,11.41,LY,1615696045
Lüderitz,-26.6481,15.1594,65.1,74,0,7.38,NA,1615696045
Pizarro,4.9533,-77.366,77.0,82,88,0.67,CO,1615696045
Kirakira,-10.4544,161.9205,75.52,94,100,2.08,SB,1615696046
Codrington,-38.2667,141.9667,61.88,45,50,12.82,AU,1615696046
Koungou,-12.7336,45.2042,78.8,94,0,3.44,YT,1615696046
Gujranwala,32.1617,74.1883,66.2,63,20,2.71,PK,1615696047
Miahuatlán,18.5667,-97.4333,54.1,78,2,4.7,MX,1615696047
Mlowo,-9.0,32.9833,55.54,90,37,2.66,TZ,1615696047
Nehe,48.4833,124.8333,54.1,29,0,20.18,CN,1615696048
Talnakh,69.4865,88.3972,-19.8,97,100,11.1,RU,1615696048
Nabire,-3.3667,135.4833,85.82,63,48,4.65,ID,1615696048
Ishigaki,24.3448,124.1572,71.6,60,75,11.5,JP,1615695994
Mareeba,-17.0,145.4333,91.0,51,91,11.5,AU,1615696049
San Cristobal,7.7669,-72.225,65.55,93,24,1.28,VE,1615696026
Okato,-39.2,173.8833,71.01,63,0,7.0,NZ,1615696049
Iqaluit,63.7506,-68.5145,-22.0,69,20,13.8,CA,1615696049
Aksarka,66.5606,67.7975,6.93,89,65,10.96,RU,1615696050
Lerwick,60.1545,-1.1494,41.0,87,90,28.77,GB,1615696050
Port Hedland,-20.3167,118.5667,89.6,55,75,20.71,AU,1615696050
Yicheng,31.3705,119.8703,57.0,77,0,8.01,CN,1615696051
Skjervøy,70.0311,20.9714,33.21,98,100,7.27,NO,1615696051
Los Algarrobos,8.5,-82.4333,73.35,68,7,4.52,PA,1615696051
Grindavik,63.8424,-22.4338,23.0,74,40,2.3,IS,1615696052
Santa Cruz de La Palma,28.6835,-17.7642,64.4,72,90,9.22,ES,1615696052
Stange,60.718,11.1942,27.0,93,77,1.52,NO,1615696052
Tiarei,-17.5333,-149.3333,87.01,66,40,3.44,PF,1615696053
Departamento de Maldonado,-34.6667,-54.9167,57.2,94,0,4.61,UY,1615695793
Baykit,61.67,96.37,6.1,73,96,13.62,RU,1615696053
Ashland,40.8167,-82.2665,39.0,51,1,6.91,US,1615696054
Vestmannaeyjar,63.4427,-20.2734,30.61,64,100,12.15,IS,1615696054
Orlik,52.5178,99.825,-1.7,64,84,8.25,RU,1615696054
Antofagasta,-23.65,-70.4,66.2,88,75,6.91,CL,1615696055
Posse,-14.0931,-46.3694,69.24,71,80,3.53,BR,1615696055
Karpathos,35.507,27.2132,57.2,88,98,3.44,GR,1615696055
Nampula,-15.1165,39.2666,71.6,94,75,8.05,MZ,1615696056
Novy Urengoy,66.0833,76.6333,9.14,93,100,12.71,RU,1615695856
Vila do Maio,15.1333,-23.2167,66.2,88,0,9.22,CV,1615696056
Sudogda,55.9539,40.8629,23.88,94,100,9.37,RU,1615696057
Kefamenanu,-9.4467,124.4781,85.42,68,99,2.77,ID,1615696057
Lima,-12.0432,-77.0282,73.4,83,0,5.75,PE,1615695965
Kroya,-7.6331,109.2461,88.41,59,83,3.76,ID,1615696057
Saint-Maximin-la-Sainte-Baume,43.4521,5.8622,50.0,61,85,5.99,FR,1615696058
Pedernales,18.0384,-71.744,76.14,76,25,5.12,DO,1615696058
Toppenish,46.3774,-120.3087,50.0,46,67,4.18,US,1615696058
Zárate,-34.0981,-59.0286,68.0,57,0,1.01,AR,1615696059
Sovetskiy,61.3614,63.5842,14.95,90,87,10.36,RU,1615696027
Agadez,19.75,10.25,72.59,12,42,11.45,NE,1615696059
Lavrentiya,65.5833,-171.0,12.04,88,100,15.5,RU,1615696059
Yar-Sale,66.8333,70.8333,8.2,89,99,9.57,RU,1615696060
Gold Coast,-28.0,153.4333,86.0,65,9,19.57,AU,1615695901
Khandyga,62.6667,135.6,13.44,91,100,4.18,RU,1615696060
Cosmópolis,-22.6458,-47.1961,69.8,88,0,10.36,BR,1615696060
Kungurtug,50.5994,97.5228,2.82,60,90,12.12,RU,1615696061
Beisfjord,68.3751,17.5988,33.8,93,90,3.44,NO,1615696061
Shambu,9.5667,37.1,57.29,49,32,3.71,ET,1615696061
Kismayo,-0.3582,42.5454,78.33,79,24,10.42,SO,1615696062
